Número de orden;cliente_hash;Fecha;Estado de la orden;Estado del pago;Estado del envío;Moneda;Subtotal de productos;Descuento;Costo de envío;Total;Provincia o estado;País;Medio de envío;Medio de pago;Cupón de descuento;Fecha de pago;Fecha de envío;Nombre del producto;Precio del producto;Cantidad del producto;SKU;Canal;Identificador de la orden;Producto Físico;Sucursal de venta;Fecha y hora de cancelación;Motivo de cancelación;Orden editada;Saldo a cobrar / reembolsar;Reembolso;Costo de procesamiento;Cantidad de cuotas;Interés por cuotas;Impuestos;Devolución de cargos;Total neto;Forma de pago;Dinero disponible para retirar a partir de;Estado del contracargo;Fecha de reembolso;Fecha de vencimiento del pago;Venta original
6276;32589dd7ce;16/07/2026 10:35:50;Archivada;Recibido;Entregado;ARS;30000;9600.00;0;20400;Gran Buenos Aires;Argentina;Beauty House;Transferencia;WELCOMEBACK;16/07/2026;21/07/2026;SHOOW TOOLS - CLARA BOW (BLACK);30000;1;;Móvil;2020473321;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
6274;1ecd4d4e6e;14/07/2026 12:56:50;Archivada;Recibido;Entregado;ARS;97050.07;19410.01;0;77640.06;Buenos Aires;Argentina;Punto de retiro;Transferencia;;14/07/2026;21/07/2026;BASE PAW PAW - AOA STUDIO (Fair ivory);20000;1;100000109076;Web;1967023197;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
6274;1ecd4d4e6e;;;;;;;;;;;;;;;;;NYX - TAME & FRAME BROW POMADE (Blonde);37049.95;1;800897836658;;;Sí;;;;;;;;;;;;;;;;;;
6274;1ecd4d4e6e;;;;;;;;;;;;;;;;;LA GIRL - Pro HD concealer (corrector) (Medium beige);20000.12;1;081555969783;;;Sí;;;;;;;;;;;;;;;;;;
6274;1ecd4d4e6e;;;;;;;;;;;;;;;;;BASE PAW PAW - AOA STUDIO (Buff);20000;1;100000109083;;;Sí;;;;;;;;;;;;;;;;;;
6272;6bd185ebdd;14/07/2026 10:36:23;Archivada;Recibido;Entregado;ARS;95000;0.00;8880;103880;Córdoba;Argentina;Envío Nube - Correo Argentino Clásico a domicilio;Mercado Pago;;14/07/2026;20/07/2026;KIKO MILANO - Contour obsesion palette (02 medium);95000;1;;Móvil;2018658705;Sí;;;;No;;;;;;;;;Tarjeta de débito;;;;;
6270;01111f7c9d;13/07/2026 10:09:02;Archivada;Recibido;Entregado;ARS;50000;20000.00;7067.5;37067.5;Capital Federal;Argentina;Punto de retiro;Pago Nube;;13/07/2026;22/07/2026;Italia deluxe - Delineadores de labios (Femme fatale);10000;1;082353010639;Móvil;2017685677;Sí;;;;No;;;2707.26;1;;926.69;;33433.55;Tarjeta de crédito;13/07/2026 10:09:04;;;;
6270;01111f7c9d;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (hot red);10000;1;082353010479;;;Sí;;;;;;;;;;;;;;;;;;
6270;01111f7c9d;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Hazelnut);10000;1;082353010646;;;Sí;;;;;;;;;;;;;;;;;;
6270;01111f7c9d;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Mauve);10000;1;082353010547;;;Sí;;;;;;;;;;;;;;;;;;
6270;01111f7c9d;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Chocolate);10000;1;082353010332;;;Sí;;;;;;;;;;;;;;;;;;
6269;e797832b6e;13/07/2026 09:11:37;Abierta;Recibido;No está empaquetado;ARS;165300.07;33060.01;7067.5;139307.56;Córdoba;Argentina;Punto de retiro;Transferencia;;13/07/2026;;(MAYORISTA) Beauty creations - Wooden Lip Pencil (12 unid);80000;1;;Móvil;2002334421;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
6269;e797832b6e;;;;;;;;;;;;;;;;;JESSUP - PRO BLENDING BRUSH SET 13PCS T338;85300.07;1;6976074373385;;;Sí;;;;;;;;;;;;;;;;;;
6267;144603751e;12/07/2026 11:46:05;Archivada;Recibido;Enviado;ARS;75600;24192.00;6595;58003;Entre Ríos;Argentina;Punto de retiro;Transferencia;AN15;12/07/2026;04/08/2026;(PRE- LANZAMIENTO) SHOOW TOOLS - MASCARA GUARD SHIELD (Aplicador de mascara/rimel);9600;1;;Móvil;2017065418;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
6267;144603751e;;;;;;;;;;;;;;;;;(PRE VENTA) SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6267;144603751e;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY CAT EYE (10PAIRS);36000;1;850056827119;;;Sí;;;;;;;;;;;;;;;;;;
6266;0d788602e9;11/07/2026 20:29:30;Archivada;Recibido;Enviado;ARS;200000;0.00;0;200000;Capital Federal;Argentina;@Siempre.Logistica Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pago Nube;;11/07/2026;16/07/2026;SEPHORA FAVORITES - Prep & Set Makeup and Skincare Value Set;200000;1;;Móvil;2016782476;Sí;;;;No;;;14607.20;1;;5000.00;;180392.80;Tarjeta de crédito;11/07/2026 20:29:33;;;;
6265;1964f247ba;11/07/2026 16:39:00;Archivada;Recibido;Enviado;ARS;32400;0.00;8880;41280;Buenos Aires;Argentina;Envío Nube - Correo Argentino Clásico a domicilio;Mercado Pago;;11/07/2026;15/07/2026;(PRE VENTA) SHOOW TOOLS - FOXY #1 (10PAIRS);32400;1;850056827089;Móvil;2016603048;Sí;;;;No;;;;2;;;;;Tarjeta de crédito;;;;;
6264;1c1aaf9bad;10/07/2026 12:48:58;Archivada;Recibido;Entregado;ARS;54000;0.00;9580;63580;Corrientes;Argentina;Envío Nube - Correo Argentino Clásico a domicilio;Mercado Pago;;10/07/2026;20/07/2026;SHOOW TOOLS - NATURAL SHOOW (10 PAIRS);36000;1;850056827003;Móvil;2015751583;Sí;;;;No;;;;;;;;;Billetera virtual;;;;;
6264;1c1aaf9bad;;;;;;;;;;;;;;;;;AOA STUDIO - PEGA DE PESTAÑAS COREANA;18000;1;3D24A;;;Sí;;;;;;;;;;;;;;;;;;
6263;6d3ddab243;09/07/2026 20:44:37;Abierta;Recibido;No está empaquetado;ARS;19200;3840.00;0;15360;Gran Buenos Aires;Argentina;MANDO A RETIRAR ;Transferencia;;10/07/2026;;(PRE- LANZAMIENTO) SHOOW TOOLS - MASCARA GUARD SHIELD (Aplicador de mascara/rimel);9600;2;;Móvil;2015307822;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
6262;2429d0c811;09/07/2026 11:22:30;Archivada;Recibido;Enviado;ARS;19200;3840.00;7000;22360;Gran Buenos Aires;Argentina;@Siempre.Logistica Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Transferencia;;11/07/2026;04/08/2026;(PRE- LANZAMIENTO) SHOOW TOOLS - MASCARA GUARD SHIELD (Aplicador de mascara/rimel);9600;2;;Móvil;2014879227;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
6261;1322f45e51;09/07/2026 09:46:08;Archivada;Recibido;Enviado;ARS;48000;9600.00;4500;42900;Capital Federal;Argentina;@Siempre.Logistica Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Transferencia;;09/07/2026;16/07/2026;SHOOW TOOLS - CLARA BOW (BLACK);30000;1;;Móvil;2014802221;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
6261;1322f45e51;;;;;;;;;;;;;;;;;AOA STUDIO - PEGA DE PESTAÑAS COREANA;18000;1;3D24A;;;Sí;;;;;;;;;;;;;;;;;;
6260;31651ce68c;08/07/2026 21:17:04;Archivada;Recibido;Enviado;ARS;95600;19120.00;0;76480;Córdoba;Argentina;Envío personalizado;Transferencia o depósito;POS-ORDER-1783556193013;13/07/2026;21/07/2026;(PRE- LANZAMIENTO) SHOOW TOOLS - MASCARA GUARD SHIELD (Aplicador de mascara/rimel);9600;1;;Punto de venta;2014514019;Sí;Beauty House;;;No;;;;;;;;;Transferencia o depósito;;;;;
6260;31651ce68c;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (natural beige);10000;1;082353010523;;;Sí;;;;;;;;;;;;;;;;;;
6260;31651ce68c;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (soft pink);10000;1;082353010417;;;Sí;;;;;;;;;;;;;;;;;;
6260;31651ce68c;;;;;;;;;;;;;;;;;SHOOW TOOLS - TAYLOR (BLACK) (8mm/10mm);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6260;31651ce68c;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY CAT EYE (10PAIRS);36000;1;850056827119;;;Sí;;;;;;;;;;;;;;;;;;
6259;3231b5e404;08/07/2026 12:51:08;Archivada;Recibido;Entregado;ARS;555300.17;0.00;0;555300.17;Capital Federal;Argentina;MANDO A RETIRAR ;Pago Nube;;08/07/2026;10/07/2026;NARS - Mini Orgasm Blush and Lip Gloss Duo Set;160000.1;2;194251136790;Web;2014096051;Sí;;;;No;;;40556.91;6;89514.38;13882.50;;411346.38;Tarjeta de crédito;08/07/2026 12:51:10;;;;
6259;3231b5e404;;;;;;;;;;;;;;;;;PATRICK TA - MAJOR HEADLINES DOUBLE-TAKE CRÈME & POWDER BLUSH DUO (She's Giving);149999.9;1;843628140105;;;Sí;;;;;;;;;;;;;;;;;;
6259;3231b5e404;;;;;;;;;;;;;;;;;JESSUP - PRO BLENDING BRUSH SET 13PCS T338;85300.07;1;6976074373385;;;Sí;;;;;;;;;;;;;;;;;;
6258;32589dd7ce;07/07/2026 12:26:50;Archivada;Recibido;Entregado;ARS;32400;6480.00;7000;32920;Gran Buenos Aires;Argentina;@Siempre.Logistica Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Transferencia;;07/07/2026;17/07/2026;(PRE VENTA) SHOOW TOOLS - FOXY #1 (10PAIRS);32400;1;850056827089;Móvil;2013231455;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
6257;80ba98d5fe;06/07/2026 23:11:01;Abierta;Recibido;No está empaquetado;ARS;100000;0.00;0;100000;Capital Federal;Argentina;@Siempre.Logistica Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Mercado Pago;;06/07/2026;;(MAYORISTA) Italia deluxe - Mousse Matte Lipstick (6 unid) (saint);50000;1;;Móvil;2012985437;Sí;;;;No;;;;;;;;;Billetera virtual;;;;;
6257;80ba98d5fe;;;;;;;;;;;;;;;;;(MAYORISTA) Italia deluxe - Mousse Matte Lipstick (6 unid) (pink charm);50000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6256;415c475e4f;06/07/2026 19:07:33;Abierta;Recibido;No está empaquetado;ARS;45601;9120.20;0;36480.8;;Argentina;Retirado en Punto de Venta;Transferencia o depósito;POS-ORDER-1783375638772;13/07/2026;;REGALITO (POLVO COMPACTO / LIP LINER ID / ESPONJA / SET DE PESTAÑAS);1;1;;Punto de venta;2012764378;Sí;Beauty House;;;No;;;;;;;;;Transferencia o depósito;;;;;
6256;415c475e4f;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY CAT EYE (10PAIRS);36000;1;850056827119;;;Sí;;;;;;;;;;;;;;;;;;
6256;415c475e4f;;;;;;;;;;;;;;;;;(PRE- LANZAMIENTO) SHOOW TOOLS - MASCARA GUARD SHIELD (Aplicador de mascara/rimel);9600;1;;;;Sí;;;;;;;;;;;;;;;;;;
6255;8676f05f84;06/07/2026 14:33:40;Archivada;Recibido;Enviado;ARS;36000;7200.00;4500;33300;Capital Federal;Argentina;@Siempre.Logistica Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Transferencia;;06/07/2026;10/07/2026;SHOOW TOOLS - FOXY CAT EYE (10PAIRS);36000;1;850056827119;Web;2012548549;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
6254;d8c7010703;06/07/2026 12:05:46;Archivada;Recibido;Enviado;ARS;205000.08;20000.00;8880;193880.08;Buenos Aires;Argentina;Envío Nube - Correo Argentino Clásico a domicilio;Pago Nube;;06/07/2026;04/08/2026;Huda Beauty - Labial Resistente (varios tonos) (trendsetter);35000;1;6291107571652;Web;1998948239;Sí;;;;No;;;14160.23;3;25243.18;;;154476.67;Tarjeta de crédito;06/07/2026 12:30:02;;;;
6254;d8c7010703;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Mauve);10000;1;082353010547;;;Sí;;;;;;;;;;;;;;;;;;
6254;d8c7010703;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (natural beige);10000;1;082353010523;;;Sí;;;;;;;;;;;;;;;;;;
6254;d8c7010703;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (hot red);10000;1;082353010479;;;Sí;;;;;;;;;;;;;;;;;;
6254;d8c7010703;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (terracotta);10000;1;082353010653;;;Sí;;;;;;;;;;;;;;;;;;
6254;d8c7010703;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Femme fatale);10000;1;082353010639;;;Sí;;;;;;;;;;;;;;;;;;
6254;d8c7010703;;;;;;;;;;;;;;;;;Anastasia beverly hills - Labial liquido matte larga duracion. (Stripped);46400;1;689304320689;;;Sí;;;;;;;;;;;;;;;;;;
6254;d8c7010703;;;;;;;;;;;;;;;;;COLOURPOP - LABIAL MATTE ''FLURRIES'';28000;1;165348228;;;Sí;;;;;;;;;;;;;;;;;;
6254;d8c7010703;;;;;;;;;;;;;;;;;SHOOW TOOLS - MINI LIP CONTAINER (5 unid) DEPOTABLES;18000.08;1;;;;Sí;;;;;;;;;;;;;;;;;;
6254;d8c7010703;;;;;;;;;;;;;;;;;SHOOW TOOLS - The clippers quartette (hebillas) Hair clips;18000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6254;d8c7010703;;;;;;;;;;;;;;;;;(PRE- LANZAMIENTO) SHOOW TOOLS - MASCARA GUARD SHIELD (Aplicador de mascara/rimel);9600;1;;;;Sí;;;;;;;;;;;;;;;;;;
6253;01111f7c9d;06/07/2026 11:48:27;Archivada;Recibido;Enviado;ARS;50000;20000.00;4500;34500;Capital Federal;Argentina;@Siempre.Logistica Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pago Nube;;06/07/2026;10/07/2026;Italia deluxe - Delineadores de labios (Brown);10000;1;082353010400;Móvil;2012416936;Sí;;;;No;;;2519.74;1;;862.50;;31117.76;Tarjeta de crédito;06/07/2026 11:48:29;;;;
6253;01111f7c9d;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Mauve);10000;1;082353010547;;;Sí;;;;;;;;;;;;;;;;;;
6253;01111f7c9d;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (natural beige);10000;1;082353010523;;;Sí;;;;;;;;;;;;;;;;;;
6253;01111f7c9d;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (terracotta);10000;1;082353010653;;;Sí;;;;;;;;;;;;;;;;;;
6253;01111f7c9d;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Chocolate);10000;1;082353010332;;;Sí;;;;;;;;;;;;;;;;;;
6252;1c656e2335;06/07/2026 10:38:22;Archivada;Recibido;Entregado;ARS;67999.95;13599.99;0;54399.96;Capital Federal;Argentina;MANDO A RETIRAR ;Transferencia;;06/07/2026;08/07/2026;URBAN DECAY - 24/7 MOONDUST EYESHADOW (SPACE COWBOY);67999.95;1;3605972549686;Móvil;2012364637;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
6251;173de553cc;06/07/2026 09:47:38;Archivada;Recibido;Enviado;ARS;35000;7000.00;7000;35000;Gran Buenos Aires;Argentina;@Siempre.Logistica Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Transferencia;;06/07/2026;10/07/2026;Huda Beauty - Labial Resistente (varios tonos) (bombshell);35000;1;6291107571638;Móvil;2009936901;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
6250;2cbddbff6b;05/07/2026 22:54:11;Abierta;Recibido;No está empaquetado;ARS;138440.07;27688.01;0;110752.06;Capital Federal;Argentina;Beauty House;Transferencia;;06/07/2026;;JESSUP - LUXURY LIGHT GRAY COMPREHENSIVE EYE AND FACE BRUSH SET 14PCS T329;110840.07;1;6971093063293;Web;2012129978;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
6250;2cbddbff6b;;;;;;;;;;;;;;;;;(PRE- LANZAMIENTO) SHOOW TOOLS - MASCARA GUARD SHIELD (Aplicador de mascara/rimel);9600;1;;;;Sí;;;;;;;;;;;;;;;;;;
6250;2cbddbff6b;;;;;;;;;;;;;;;;;AOA STUDIO - PEGA DE PESTAÑAS COREANA;18000;1;3D24A;;;Sí;;;;;;;;;;;;;;;;;;
6249;7947564e59;05/07/2026 21:37:03;Archivada;Recibido;Entregado;ARS;150000;78000.00;9004;81004;Gran Buenos Aires;Argentina;Envío Nube - Correo Argentino Clásico a domicilio;Transferencia;;05/07/2026;17/07/2026;(PRE VENTA) SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));30000;5;;Móvil;2009786103;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
6248;92f14a8f81;05/07/2026 20:00:55;Archivada;Recibido;Enviado;ARS;216000;60000.00;7000;163000;Gran Buenos Aires;Argentina;@Siempre.Logistica Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Mercado Pago;;05/07/2026;10/07/2026;SHOOW TOOLS - CLARA BOW (BLACK);30000;1;;Móvil;2011984804;Sí;;;;No;;;;1;;;;;Tarjeta de crédito;;;;;
6248;92f14a8f81;;;;;;;;;;;;;;;;;SHOOW TOOLS - Elizabeth Taylor (BLACK);30000;5;;;;Sí;;;;;;;;;;;;;;;;;;
6248;92f14a8f81;;;;;;;;;;;;;;;;;SHOOW TOOLS - FOXY CAT EYE (10PAIRS);36000;1;850056827119;;;Sí;;;;;;;;;;;;;;;;;;
6245;570d276416;03/07/2026 00:13:27;Archivada;Recibido;Enviado;ARS;82000;22160.00;4500;64340;Capital Federal;Argentina;@Siempre.Logistica Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Transferencia;;03/07/2026;08/07/2026;Italia deluxe - Delineadores de labios (Brown);10000;1;082353010400;Móvil;2009776916;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
6245;570d276416;;;;;;;;;;;;;;;;;SHOOW TOOLS - NATURAL SHOOW (10 PAIRS);36000;1;850056827003;;;Sí;;;;;;;;;;;;;;;;;;
6245;570d276416;;;;;;;;;;;;;;;;;SHOOW TOOLS - SOFT & SHORT (10PAIRS);36000;1;850056827010;;;Sí;;;;;;;;;;;;;;;;;;
6244;7b915fef8d;02/07/2026 22:04:28;Archivada;Recibido;Entregado;ARS;30000;6000.00;4500;28500;Capital Federal;Argentina;@Siempre.Logistica Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Transferencia;;03/07/2026;21/07/2026;(PRE VENTA) SHOOW TOOLS - ISABEL I (BLACK) (MIXED (8/10/12/14mm));30000;1;;Móvil;2009670486;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
6240;618c0a06cc;30/06/2026 21:37:12;Archivada;Recibido;Entregado;ARS;75000.09;15000.02;5439;65439.07;Capital Federal;Argentina;Punto de retiro;Transferencia;;01/07/2026;11/07/2026;JESSUP - 6-IN-3 FACE BRUSH COLLECTION (PEACH DUST) T508;75000.09;1;69760074375082;Móvil;2007748761;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
6238;adcef4ebf1;30/06/2026 12:51:43;Archivada;Recibido;Enviado;ARS;116599.86;25100.00;0;91499.86;Gran Buenos Aires;Argentina;@Siempre.Logistica Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Transferencia;;30/06/2026;03/07/2026;Italia deluxe - Delineadores de labios (Natural);10000;1;082353010332;Móvil;2007458033;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
6238;adcef4ebf1;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Brown);10000;1;082353010400;;;Sí;;;;;;;;;;;;;;;;;;
6238;adcef4ebf1;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Mauve);10000;1;082353010547;;;Sí;;;;;;;;;;;;;;;;;;
6238;adcef4ebf1;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (natural beige);10000;1;082353010523;;;Sí;;;;;;;;;;;;;;;;;;
6238;adcef4ebf1;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (hot red);10000;1;082353010479;;;Sí;;;;;;;;;;;;;;;;;;
6238;adcef4ebf1;;;;;;;;;;;;;;;;;SHOOW TOOLS - SO CLASSY (10PAIRS);36000;1;850056827027;;;Sí;;;;;;;;;;;;;;;;;;
6238;adcef4ebf1;;;;;;;;;;;;;;;;;SHOOW TOOLS - Triangle powder puff (3 units);15000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6238;adcef4ebf1;;;;;;;;;;;;;;;;;AOA STUDIO - PAW PAW GLOW ILUMINADOR EN POLVO (Hopeless romantic);15599.86;1;100000123089;;;Sí;;;;;;;;;;;;;;;;;;
6237;0f1a76a47a;29/06/2026 15:23:12;Archivada;Recibido;Enviado;ARS;106000;28240.00;0;77760;Capital Federal;Argentina;@Siempre.Logistica Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Transferencia;;29/06/2026;29/06/2026;(PRE VENTA) PEGA DE PESTAÑAS COREANA;18000;1;3D24A;Web;2006828000;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
6237;0f1a76a47a;;;;;;;;;;;;;;;;;THE LASH STATION (Solo, Solo, NEGRO (8/10/12/14mm));52000;1;852865508|534188588|1354729632;;;Sí;;;;;;;;;;;;;;;;;;
6237;0f1a76a47a;;;;;;;;;;;;;;;;;SHOOW TOOLS - NATURAL SHOOW (10 PAIRS);36000;1;850056827003;;;Sí;;;;;;;;;;;;;;;;;;
6236;fad2a4d469;27/06/2026 14:11:17;Archivada;Recibido;Enviado;ARS;139999.98;28000.00;4500;116499.98;Capital Federal;Argentina;@Siempre.Logistica Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Transferencia;;29/06/2026;29/06/2026;Glow recipe - Get Glowing With Me(TM) Kit by Katie Fang with Hue Drops Tinted Serum;139999.98;1;;Móvil;2005350000;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
6235;0fefdd1f47;27/06/2026 13:20:18;Archivada;Recibido;Enviado;ARS;50000;20000.00;4500;34500;Capital Federal;Argentina;@Siempre.Logistica Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Transferencia;;29/06/2026;29/06/2026;Italia deluxe - Delineadores de labios (hot cocoa);10000;1;082353010608;Móvil;2005297233;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
6235;0fefdd1f47;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Brown);10000;1;082353010400;;;Sí;;;;;;;;;;;;;;;;;;
6235;0fefdd1f47;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (terracotta);10000;1;082353010653;;;Sí;;;;;;;;;;;;;;;;;;
6235;0fefdd1f47;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (natural beige);10000;1;082353010523;;;Sí;;;;;;;;;;;;;;;;;;
6235;0fefdd1f47;;;;;;;;;;;;;;;;;Italia deluxe - Delineadores de labios (Mauve);10000;1;082353010547;;;Sí;;;;;;;;;;;;;;;;;;
6232;9ab46b493d;26/06/2026 21:44:45;Archivada;Recibido;Entregado;ARS;36000;7200.00;9580;38380;Corrientes;Argentina;Envío Nube - Correo Argentino Clásico a domicilio;Transferencia;;27/06/2026;03/07/2026;SHOOW TOOLS - SO CLASSY (10PAIRS);36000;1;850056827027;Móvil;2004968444;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
6231;0f388483f2;25/06/2026 22:40:05;Archivada;Recibido;Entregado;ARS;90000;21150.00;9741;78591;La Pampa;Argentina;Envío Nube - Correo Argentino Clásico a domicilio;Mercado Pago;FABIPRO;25/06/2026;06/07/2026;SHOOW TOOLS - CLARA BOW (BLACK);30000;1;;Móvil;2004266582;Sí;;;;No;;;;;;;;;Tarjeta de débito;;;;;
6231;0f388483f2;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (BLACK) (8mm/10mm);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6231;0f388483f2;;;;;;;;;;;;;;;;;SHOOW TOOLS - ISABEL I (CHOCOLATE) (8/8/10/12 mm);30000;1;;;;Sí;;;;;;;;;;;;;;;;;;
6230;a703308c6e;25/06/2026 22:34:53;Archivada;Recibido;Enviado;ARS;60000;16800.00;7000;50200;Gran Buenos Aires;Argentina;@Siempre.Logistica Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Transferencia;;26/06/2026;29/06/2026;SHOOW TOOLS - ISABEL I (BLACK) (8mm/10mm);30000;2;;Móvil;2004266887;Sí;;;;No;;;;;;;;;Transferencia o depósito;;;;;
6228;cb4630b03f;24/06/2026 22:31:50;Archivada;Recibido;Enviado;ARS;150000;0.00;4500;154500;Capital Federal;Argentina;@Siempre.Logistica Servicio Premium. Te enviamos un WhatsApp el día anterior a tu entrega con un rango horario de solo 2 a 4hs para que no te quedes esperando todo el día. Ahorrá tiempo.;Pago Nube;;24/06/2026;26/06/2026;Rare Beauty - Soft Pinch Cheek & Lip Trio;150000;1;;Móvil;2003520361;Sí;;;;No;;;11284.06;3;20115.90;3862.50;;119237.54;Tarjeta de crédito;24/06/2026 22:31:54;;;;
6227;96d4b132fe;24/06/2026 19:32:59;Archivada;Recibido;Entregado;ARS;58800;0.00;5439;64239;Gran Buenos Aires;Argentina;Punto de retiro;Pago Nube;;24/06/2026;06/07/2026;MUA's FAVORITES (Solo, MIXED (8/10/12/14mm), Solo);58800;1;542120948|1371531957|839175688;Móvil;2003371247;Sí;;;;No;;;4691.75;1;;;;59547.25;Tarjeta de crédito;24/06/2026 19:33:03;;;;
